ð ə; the
ɹ ɪ v ˈ aɪ z d; revised
b ʌ l g ˈ ɛə ɹ ɪə n; bulgarian
ˌ ɪ n s t ə l ˈ eɪ ʃ ə n; installation
g ˈ ɒ θ ɪ k; gothic
v ˌ ɛə ɹ ɪ ˈ eɪ ʃ ə n; variation
v ˈ ɪ n s ə n t; vincent
g ɹ ˈ ɑː n t s; grants
l ˈ ʊ k s; looks
k ˈ ɒ n s ɛ p t s; concepts
f l ˈ ɒ ɹ ə n s; florence
k ə ɹ ˈ ɪ k j ʊ l ə m; curriculum
ɹ ˈ ɛ v; rev
k ə n s ˈ ʌ m ʃ ə n; consumption
ə s ˌ əʊ s ɪ ˈ eɪ ʃ ə n z; associations
k ə n s ˈ ɪ s t; consist
ɹ ˈ eɪ d; raid
ˈ æ θ l ˌ iː t; athlete
ˈ eɪ m z; aims
ɪ f ˈ ɪ ʃ ə n s i; efficiency
ˈ ɜː θ k w ˌ eɪ k; earthquake
t ɹ ˈ æ v ə l ɪ ŋ; traveling
ˌ ɪ n ə v ˈ eɪ ʃ ə n; innovation
d ɹ ˈ ʌ m; drum
n ə b ɹ ˈ æ s k ə; nebraska
dʒ ˈ ɛ f ə s ə n; jefferson
k l ˈ ɒ k; clock
m ˈ æ n ʃ ə n; mansion
d ˈ ɪ f ɪ k ə l t i; difficulty
s ˈ ɪə ɹ ɪə l; cereal serial
n j ˈ uː k ˌ ɑː s ə l; newcastle
m ˈ eɪ t ɹ ɪ k s; matrix
d ɹ ˈ ɛ s; dress
v ˈ ɛ n ɪ s; venice
t ɹ ˈ ʌ b ə l; trouble
ˈ ɑː k ˌ aɪ v z; archives
n ˈ ɪ k n ˌ eɪ m; nickname
ə w ˈ ɛə; aware
n ˈ aɪ t s; knights nights
ɹ ə n ˈ eɪ s ə n s; renaissance
p ɹ ə f ˈ ɛ ʃ ə n ə l z; professionals
g ɹ ˈ əʊ v; grove
ɪ g z ˈ ɪ b ɪ t; exhibit
k ə n t ɹ ˈ əʊ l z; controls
f ˈ ɔː l ə n; fallen
aɪ d ˈ ɪə l; ideal
ɹ ɪ f l ˈ ɛ k t; reflect
ə m ˈ aʊ n t s; amounts
ˌ ɪ n t ə ɹ ˈ æ k ʃ ə n; interaction
p ɹ ˈ iː d ɪ s ˌ ɛ s ə; predecessor
k ˈ uː; coup
tʃ ˈ ɑː n s l ə; chancellor
ə d m ˈ ɪ n ɪ s t ə d; administered
ˈ ɪ n p ˌ ʊ t; input
m ˈ ʌ n d i; monday
f ɹ ˈ eɪ t; freight
m æ g n ˈ ɛ t ɪ k; magnetic
l ˈ ɔɪ d; lloyd
w ˈ ɔː n; warn worn
ˈ ɑː s k; ask
j ˈ eɪ l; yale
w ˈ ɪ d əʊ; widow
k ɹ ˈ eɪ g; craig
ɹ ˌ iː k ə n s t ɹ ˈ ʌ k ʃ ə n; reconstruction
p ɹ ˈ ɛə; prayer
s ə s p ˈ ɛ n ʃ ə n; suspension
d ɹ ˈ ɪ ŋ k ɪ ŋ; drinking
k ə n v ˈ ɪ n s t; convinced
t ˈ ɛ m p ɹ ə ɹ ɪ l i; temporarily
ˈ ɒ t ə w ə; ottawa
p ˈ ʊ ʃ t; pushed
ˌ ɛ d ɪ t ˈ ɔː ɹ ɪə l; editorial
b ˈ ɪə; beer
k ˈ ʌ s t ə m z; customs
w ˈ ɪ ʃ; wish
f ˈ eɪ l ɪ ŋ; failing
h ˈ æ ɹ ə l d; harold
t ˈ ɛ s t ɪ d; tested
ə tʃ ˈ iː v m ə n t s; achievements
ˌ ɪ n t ɪ g ɹ ˈ eɪ ʃ ə n; integration
p l ˈ æ s t ɪ k; plastic
ɹ ɪ s ˈ ɪ p ɪə n t; recipient
dʒ ˈ eɪ l; gaol jail
ˈ ɛ g z aɪ l; exile
d ˈ eɪ t ə b ˌ eɪ s; database
w ˈ ɔː f ˌ ɛə; warfare
d ˈ aɪ ə l ˌ ɒ g; dialogue
m ˈ ɒ s k; mosque
b ˈ ɒ m ɪ ŋ; bombing
d ˈ ɛ p əʊ; depot
b ʌ l g ˈ ɛə ɹ ɪə; bulgaria
ð ˌ ɛə b ˈ aɪ; thereby
ɪ k s p l ˈ eɪ n; explain
g ˈ ɒ s p ə l; gospel
b ˈ uː l ə v ˌ ɑː d; boulevard
ə l ˈ ʌ m n ˌ aɪ; alumni
ɹ ɪ b ˈ ɛ l z; rebels
g ˈ æ ð ə d; gathered
s ˌ aɪ k ə l ˈ ɒ dʒ ɪ k ə l; psychological
ɪ k w ˈ eɪ ʒ ə n; equation
d ˈ ɛ n ɪ s; denis dennis
s p ˈ ɒ t s; spots
ˌ ɑː f t ə n ˈ uː n; afternoon
f ˈ ɛ l əʊ ʃ ˌ ɪ p; fellowship
ˈ æ n ɪ m ˌ eɪ; anime
v ˈ ɛ t ə ɹ ə n z; veterans
s ˈ ɪ k s t iː n; sixteen
k ˈ ʌ l tʃ ə z; cultures
p ˈ ɛ ɹ i; perry
d ˈ aɪ ə t; diet
ˈ æ s p ˌ ɛ k t; aspect
k ɹ ˈ ɑː f t; craft
h ˈ ɛ l ə n; helen
p ˈ aɪ l ə t s; pilots
ɹ ˈ æ n d ə m; random
v ˈ ɛ n uː z; venues
ə d v ˈ ɛ n tʃ ə z; adventures
s p ˈ ɛ ʃ ə l ɪ s t; specialist
s w ˈ ɪ tʃ; switch
n ˈ ɔɪ z; noise
ʃ ˈ ʌ t; shut
m ˌ æ n j ʊ f ˈ æ k tʃ ə ɹ ə z; manufacturers
ɪ s t ˈ eɪ t s; estates
k ˈ ɒ m ɛ n t s; comments
k ˈ ɒ n s ɪ k w ə n t l i; consequently
k ˈ ɛ n j ə; kenya
f ˈ ɑː m z; farms
ɹ ˈ æ l f; ralph
b ˈ ɪ l z; bills
ə t ˈ æ k ɪ ŋ; attacking
d ɪ l ˈ eɪ d; delayed
p ˈ ɑː m; palm
ɹ ˈ ɛ f j ˌ uː dʒ i z; refugees
p ˈ ʊ t ɪ ŋ; putting
v ˈ ɜː s; verse
s t ˈ ɒ p s; stops
p ɹ ɪ d ˈ ɒ m ɪ n ə n t l i; predominantly
k ˈ ʌ t ɪ ŋ; cutting
ʌ p d ˈ eɪ t ɪ d; updated
ʃ ˈ ɛ f iː l d; sheffield
ˈ ɛ n ə m i z; enemies
p ˈ eɪ n t; paint
p ˈ əʊ s t s; posts
w ˈ eɪ k; wake
m ˈ ɪ s t ə ɹ i; mystery
g ˈ ɪə; gear
l ˈ ɪ k w ɪ d; liquid
ˈ ɪ n t ɹ ɪ s t ɪ ŋ; interesting
ɹ ɪ t ɹ ˈ iː t; retreat
s ə t ˈ ɪ f ɪ k ɪ t; certificate
s ə p ɹ ˈ aɪ z; surprise
p ɹ ɪ l ˈ ɪ m ɪ n ə ɹ i; preliminary
g ˈ eɪ dʒ; gauge
f ˈ iː l ɪ ŋ z; feelings
n ˈ ɪə ɹ ɪ s t; nearest
p ˈ ɔː ʃ ə n z; portions
ˈ ɛ d w ə d z; edwards
p ˈ eɪ m ə n t; payment
g ɹ ˈ ɑː s; grass
j ˈ uː n ɪ t i; unity
b l ˈ aɪ n d; blind
g ˈ ʌ v ə n ɪ ŋ; governing
l ˈ ɛ b ə n ə n; lebanon
d ˈ iː t eɪ l; detail
n ˈ ɛ f j uː; nephew
ˈ ɪ n d ɪ k ˌ eɪ t ɪ ŋ; indicating
s ˈ eɪ l ɪ ŋ; sailing
s ə ɹ ˈ ɛ n d ə; surrender
s k ˈ iː; ski
f ˈ aɪ l z; files
ɹ ˈ ɒ n; ron
n ˈ eɪ ʃ ə n w ˌ aɪ d; nationwide
n ˈ eɪ b ə ɹ ɪ ŋ; neighbouring
d ˈ eɪ n dʒ ə; danger
m ˈ æ ŋ g ə; manga
b ˈ ʌ t l ə; butler
l ˈ əʊ d; load
p l ˈ ɑː z ə; plaza
ˈ ɛ k s p ɜː t s; experts
d ˈ ɒ k j ʊ m ˌ ɛ n t ɪ d; documented
d ɹ ˈ əʊ v; drove
ɪ n g ˈ eɪ dʒ m ə n t; engagement
ˈ æ g ɹ ɪ g ˌ eɪ t; aggregate
ʃ æ ŋ h ˈ aɪ; shanghai
l ˈ eɪ ˌ aʊ t; layout
w ˈ eɪ v z; waves
ə b ˈ ɪ l ɪ t i z; abilities
ɪ k s t ˈ ɛ n d ɪ ŋ; extending
p ˈ ɔː t s; ports
ˈ æ k s ɪ s; axis
ʃ ˈ æ d ˌ əʊ; shadow
ˈ ɑː s k ɪ ŋ; asking
g ɹ ˈ æ n s ˌ ʌ n; grandson
s k ˈ aʊ t; scout
p ɹ ɛ s t ˈ ɪ dʒ ə s; prestigious
s m ˈ uː ð; smooth
d ˈ iː z ə l; diesel
f ˈ ʌ ŋ k ʃ ə n ə l; functional
ˈ ɪ n t ə f ˌ eɪ s; interface
s ˈ uː z ə n; susan
ˈ ɪ n; inn
m eɪ n t ˈ eɪ n ɪ ŋ; maintaining
ˈ ɛ m b ə s i; embassy
n ˈ əʊ t ɪ s; notice
k ə n f j ˈ uː z d; confused
ʃ ˈ uː t; chute shoot
f ˈ ɑː s t ə; faster
s l ˈ iː p; sleep
m ˈ æ n j ʊə l; manual
p ˌ ɒ l ɪ t ˈ ɪ ʃ ə n z; politicians
ɹ ˌ eɪ d ɪ ˈ eɪ ʃ ə n; radiation
ˌ ɒ b z ə v ˈ eɪ ʃ ə n; observation
l ˈ iː əʊ; leo
h ˈ ɒ p; hop
dʒ ˌ ɛ n ə ɹ ˈ eɪ ʃ ə n z; generations
m ˈ æ d ɪ s ə n; madison
ɹ ˈ iː d ə z; readers
l ˈ ɔː d z; lords
ɹ ˈ ʌ ʃ; rush
d aɪ v ˈ ɜː s ɪ t i; diversity
n ˈ æ ʃ n ə l ɪ s t; nationalist
l ˈ aɪ b ɹ ə ɹ i z; libraries
tʃ ˈ æ l ɪ n dʒ d; challenged
k ˈ ʌ s t ə m; custom
m ˈ ɒ d ə ɹ ˌ eɪ t; moderate
b ˈ ɜː k l i; berkeley
t j ˈ uː b; tube
ˈ ɛ k s ə l ə n s; excellence
ˈ æ k t ɪ v l i; actively
k ɹ ˈ ɒ p s; crops
t ˈ ɪə; tear tier
p ə s ˈ iː v d; perceived
w ˈ ɜː k ə; worker
ɹ ˈ iː l eɪ; relay
b ˈ ʊ l; bull
f ˈ ɔː t iː n; fourteen
ˈ ɛ d i; eddie
v ˈ ɪ k t ɪ m; victim
ˈ ɛə l ˌ aɪ n; airline
ə p ˈ iː l z; appeals
p ɹ ˌ ɛ z ə n t ˈ eɪ ʃ ə n; presentation
d ˈ ɒ k t ə z; doctors
s ˈ ʌ d ə n l i; suddenly
s t ˈ eɪ t m ə n t s; statements
ʃ ˈ ɔː t ə; shorter
ˈ eɪ d z; aids
ɹ ˈ ɪ k; rick
m ɒ n t ˈ æ n ə; montana
w ˈ ɔː m; warm
b ˈ ɛ ɹ ɪə l; burial
b ˈ ɑː z; bars
k ˈ ɪ tʃ ə n; kitchen
f ˈ aɪ ə ɹ ɪ ŋ; firing
ˈ æ l t ɪ t j ˌ uː d; altitude
ˈ ɒ k s ɪ dʒ ə n; oxygen
b ˈ ɒ s; boss
m j ˈ uː tʃ ʊə l; mutual
k w ˈ ɪ k; quick
dʒ ˈ ɜː n ə l ɪ s t s; journalists
s ə s t ˈ eɪ n d; sustained
ɹ ɪ v ˈ ɜː s; reverse
k ˈ æ tʃ; catch
ˈ ɛ m p t i; empty
f ˈ ɔː tʃ ə n; fortune
k ɹ aɪ t ˈ ɪə ɹ ɪə; criteria
s ˈ ɛ g m ə n t s; segments
ˈ æ l f ə; alpha
s ˈ ɔː d; sawed sword
b ˈ ɜː n ɪ ŋ; burning
ɪ m ˈ ɜː dʒ ɪ ŋ; emerging
m ˈ ɜː f i; murphy
f ˈ əʊ k ə s ɪ ŋ; focusing
d ˌ ɛ s t ɪ n ˈ eɪ ʃ ə n; destination
d ɪ s k ˈ ʌ s; discuss
ə d v ˈ aɪ z ə; adviser advisor
h ˈ ɪə ɹ əʊ z; heroes
ə k ˈ ɒ m ə d ˌ eɪ t; accommodate
t ˈ eɪ l z; tails tales
ˈ ɛ n z ˌ aɪ m; enzyme
g ɹ ˈ æ f ɪ k s; graphics
ə ɹ ˈ aɪ v z; arrives
s ˈ æ m p ə l z; samples
g ˈ eɪ n ɪ ŋ; gaining
p ˈ æ k ɪ dʒ; package
s ˈ ɪ g n ə tʃ ə; signature
l əʊ k ˈ æ l ɪ t i; locality
f j ˈ uː ə; fewer
ˈ ɑː t w ˌ ɜː k; artwork
ɹ ˈ əʊ m æ n s; romance
p ɹ ɪ p ˈ ɛə; prepare
k w ˈ ɒ n t ə m; quantum
ɹ ɪ f l ˈ ɛ k t ɪ d; reflected
t ˈ eɪ p; tape
ɹ ˈ aɪ d ə z; riders
ɪ n t ˈ ɛ n s; intense
ˈ æ k j ʊ ɹ ɪ t; accurate
b ˈ iː t ə n; beaten
f ˈ eɪ t; fate fete
ɪ k s t ˈ ɛ n d z; extends
t ˈ uː m; tomb
j ˌ uː g əʊ s l ˈ ɑː v ɪə; yugoslavia
k ˈ ɒ n f ə ɹ ə n s ɪ z; conferences
s ˌ ɪ tʃ ʊ ˈ eɪ ʃ ə n z; situations
k ə n s ˈ ɪ d ə ɹ ɪ ŋ; considering
k l ˈ aɪ ə n t s; clients
k l ˈ aʊ d; cloud
ˈ ɒ ɹ ə l; oral
m aɪ g ɹ ˈ eɪ ʃ ə n; migration
t ˈ aɪ g ə; tiger
g ˈ ɪ l b ə t; gilbert
w ˈ ɛ l ɪ ŋ t ə n; wellington
f ˈ əʊ t ˌ əʊ; photo
k ˈ ɒ l iː g z; colleagues
ɹ ɪ g ˈ ɑː d l ɪ s; regardless
d ɪ s p l ˈ eɪ z; displays
t ˈ ɒ m i; tommy
n ˈ æ ʃ v ɪ l; nashville
b ɪ l ˈ ɒ ŋ; belong
p ɹ ə v ˈ ɪ ʒ ə n z; provisions
ə ɹ ˈ aɪ v; arrive
g ɹ ˈ ɛ g ə ɹ i; gregory
s ə v ˈ aɪ v ə l; survival
ˈ ɑː g j uː z; argues
k ə n t ɹ ˈ ɪ b j uː t; contribute
ɹ ˈ aɪ v ə l z; rivals
j ˈ uː n j ə n z; unions
s t ɹ ˈ eɪ n dʒ; strange
l ˈ aɪ ə n; lion
ɹ ɪ l ˈ eɪ t ɪ ŋ; relating
s ˈ əʊ p; soap
t ɹ ˈ ʌ m p; trump
s t ˈ æ n f ə d; stanford
s p ˈ ɛ k t ɹ ə m; spectrum
p ɹ ˈ uː f; proof
v ˌ ɛ n ɪ z w ˈ eɪ l ə; venezuela
v ə m ˈ ɒ n t; vermont
s ˈ ɪ n d ɹ ˌ əʊ m; syndrome
l ˈ uː k; luke
p ɹ ɪ v ˈ ɛ n t ɪ d; prevented
s ˈ ɪ t ɪ z ə n ʃ ˌ ɪ p; citizenship
p ɹ ˈ ɪ z n ə; prisoner
p ˈ ɪ t; pit
ɹ ɪ v ˈ ɛ n dʒ; revenge
p ɹ ˈ ɒ m ɪ s t; promised
m ˈ æ ɹ ə θ ə n; marathon
h j ˈ uː z; hughes
d ɪ v ˈ aɪ n; divine
ɪ ɹ ˈ ɑː k i; iraqi
d ˈ ɒ k t ɹ ɪ n; doctrine
s p ˈ ɛ l; spell
s ˈ ɛ n d ɪ ŋ; sending
p ˈ ɑː; pa par
tʃ ˈ æ p t ə z; chapters
k ˈ ɒ m ə n t ə ɹ i; commentary
s ˌ ɛ p ə ɹ ˈ eɪ ʃ ə n; separation
ɪ f ˈ ɪ ʃ ə n t; efficient
ˌ ɪ n d ɪ p ˈ ɛ n d ə n t l i; independently
l ˈ ɛ s ə; lesser
ɹ ˈ ɒ b; rob
f ə t ˈ ɒ g ɹ ə f ə; photographer
m ˈ ɪə l i; merely
m ˈ ɑː z; mars
s ˌ ɜː k j ʊ l ˈ eɪ ʃ ə n; circulation
ˌ ʌ n d ə s t ˈ ʊ d; understood
f ˈ ɛə l i; fairly
v ˈ aɪ ɹ ə s; virus
w ˈ ɜː k ʃ ˌ ɒ p; workshop
ˈ iː t; eat
h ˌ əʊ z ˈ eɪ; jose
p l ˈ eɪ n z; plains planes
ˌ ɪ n t ə v ˈ ɛ n ʃ ə n; intervention
ɹ ɪ m ˈ ɛ m b ə d; remembered
tʃ ˈ iː f s; chiefs
ə d ɹ ˈ ɛ s t; addressed
d ˈ iː l ɪ ŋ; dealing
t ˈ ɔː k ɪ ŋ; talking
ˌ ʌ n d ə w ˈ ɛ n t; underwent
b ˈ ɛ n tʃ; bench
s t ˈ ɔː d; stored
ˈ ɒ p ə ɹ ˌ eɪ t ə z; operators
ə k ˈ uː s t ɪ k; acoustic
f ˈ ɑː m ə; farmer
b ɪ l ˈ iː f s; beliefs
m ˈ eɪ s ə n; mason
k ə m ˈ ɪ t i z; committees
ɹ ˈ ɪə l ˌ aɪ z d; realised realized
f ˈ ʊ t ɪ dʒ; footage
p ˈ æ l ə s t ˌ aɪ n; palestine
d ɪ s ˈ ɔː d ə; disorder
ˈ ɔː k l ə n d; auckland
aɪ d ˌ ɛ n t ɪ f ɪ k ˈ eɪ ʃ ə n; identification
s ˈ ɛ l t ɪ k; celtic
h ˈ æ n d ɪ d; handed
b ˈ æ k ɪ ŋ; backing
t ˈ ɛ d; ted
t ˈ iː θ; teeth
d ɪ v ˈ ɔː s; divorce
ˈ ɔː b ɪ t; orbit
s ˈ iː l; seal
ɹ ɪ s t ɹ ˈ ɪ k ʃ ə n z; restrictions
f ˈ ɔː s ɪ ŋ; forcing
m ˈ ɪ z; ms
l ˈ aɪ t ɪ ŋ; lighting
g ɹ ˈ æ f ɪ k; graphic
ˌ æ l ɪ g ˈ eɪ ʃ ə n z; allegations
d ɪ p ˈ ɛ n d ə n t; dependent
m eɪ n t ˈ eɪ n z; maintains
h ˈ æ n d l ɪ ŋ; handling
k ə m ˈ ɪ t m ə n t; commitment
ˈ ɪ n d i z; indies
ə g ɹ ˈ iː; agree
k ˈ æ n j ə n; canyon
ˈ eɪ n dʒ ə l z; angels
l ˈ ɛ k tʃ ə ɹ ə; lecturer
ɪ n g ˈ eɪ dʒ; engage
ˈ ɛ s ɪ k s; essex
p ɹ ˈ ɑː g; prague
g ˈ uː g ə l; google
ɹ ˈ ɪ ð ə m; rhythm
m ˈ ɪ k s tʃ ə; mixture
k ɹ ˈ uː z; crews cruise cruz
d ˈ æ n i; danny
ə l ˈ ɛ dʒ ɪ d l i; allegedly
ɹ ɪ k w ˈ aɪ ə ɹ ɪ ŋ; requiring
h ˈ æ m l ɪ t; hamlet
k ˈ ɒ ɹ ə s; chorus
s ˈ ɪə ɹ ɪə s l i; seriously
dʒ ɪə g ɹ ˈ æ f ɪ k; geographic
b ˈ ɑː θ; bath
ɛ m p l ˈ ɔɪ i; employee
k ˈ ʌ t s; cuts
t ˈ ɪ ʃ uː; tissue
dʒ ˈ ɛ t; jet
p ɹ ə s ˈ iː dʒ ə z; procedures
p ɹ ˈ əʊ t ə t ˌ aɪ p; prototype
t ɹ ˈ aɪ b ə l; tribal
k ˈ uː l; cool
h ˈ æ n d ə l; handle
ɹ ˌ ɛ f ə ɹ ˈ ɛ n d ə m; referendum
s ˈ æ n d i; sandy
b ɹ ˈ eɪ k s; brakes breaks
b ˈ iː m; beam
ɪ k s t ˈ ɪə ɹ ɪə; exterior
k ˈ ɔː k; calk caulk cork
p ˈ eɪ l; pail pale
ˌ ɛ k s p l ə ɹ ˈ eɪ ʃ ə n; exploration
dʒ ˈ ɜː n ə l z; journals
ɪ l ˌ ɛ k t ɹ ˈ ɒ n ɪ k s; electronics
f ˈ ɒ l əʊ ə z; followers
d ɪ m ˈ ɑː n d ɪ d; demanded
ɹ ɪ ˈ æ k ʃ ə n z; reactions
d ɪ s k ɹ ˌ ɪ m ɪ n ˈ eɪ ʃ ə n; discrimination
h ˈ ɛ v ə n; heaven
m ˈ æ s ə k ə; massacre
ɪ v ˈ ɛ n tʃ ʊə l; eventual
b ˈ ɪ ʃ ə p s; bishops
ˈ ɑː m i z; armies
l ˈ ɛ k tʃ ə z; lectures
s ˈ əʊ n i; sony
v ˈ ɔɪ ɪ dʒ; voyage
h ˈ ɒ l ə n d; holland
ˈ ɔː d ɪə n s ɪ z; audiences
ˈ iː v; eave eve
t ˈ ɑː s k s; tasks
ʃ ˈ ɒ t s; shots
ɹ ˌ ɛ dʒ ɪ s t ɹ ˈ eɪ ʃ ə n; registration
s ə v ˈ ɪə l i; severely
k ə n s ˈ ʌ l t ə n t; consultant
ə ɹ ˈ eɪ n dʒ m ə n t s; arrangements
g ɹ ˈ ɛ g; greg
f ˈ ɑː s t ɪ s t; fastest
d aɪ n ˈ æ m ɪ k; dynamic
p ɹ ˈ eɪ z; praise
l ˈ ɔː s ˌ uː t; lawsuit
w ˈ iː l z; wheels
ɹ ɪ p ˈ iː t ɪ d l i; repeatedly
p ˈ ɜː m ə n ə n t l i; permanently
g ˈ aɪ d ə n s; guidance
v j ˌ ɛ t n ə m ˈ iː z; vietnamese
ɹ ˈ eɪ m ə n d; raymond
n ˈ iː l; kneel neil
s ə v ˈ aɪ v ə z; survivors
ˌ ɪ n d ə n ˈ iː ʒ ə n; indonesian
b ɹ ˈ ɪ ŋ z; brings
k ə m p ˈ æ n j ə n; companion
ˈ eɪ b ɹ ə h ˌ æ m; abraham
ɹ ɪ t ˈ eɪ n; retain
k w ˈ iː n z; queens
θ ɹ ˈ əʊ; throw
ˈ æ b s ə l ˌ uː t; absolute
s ˈ ʌ b ɜː b z; suburbs
g ˈ ɒ d z; gods
p ˈ ɜː p ə l; purple
m ɔː ɹ ˈ əʊ v ə; moreover
ɪ n v ˈ ɛ n t ɪ d; invented
p ɹ ˈ aɪ d; pride
t ɹ ˌ ʌ s t ˈ iː z; trustees
ˈ ɑː n ə l d; arnold
k ˈ ʌ l t; cult
f ˈ ɪ f t i; fifty
ɹ ɪ k w ˈ aɪ ə m ə n t; requirement
ɹ ɪ n j ˈ uː d; renewed
k ˈ ɒ n s ə n t ɹ ˌ eɪ t ɪ d; concentrated
ˈ ɒ n ə d; honored
k ɹ iː ˈ eɪ t s; creates
v ˈ ɛə ɹ ɪ d; varied
w ˈ ɪ t n ɪ s; witness
p ˈ ɜː s ə n l i; personally
f ɹ ˈ ʌ n t ɪə; frontier
b ɪ n ˈ iː θ; beneath
ɛ n k ˈ ʌ ɹ ɪ dʒ; encourage
b ɹ ˈ æ n d z; brands
ɪ m p ɹ ˈ uː v ɪ ŋ; improving
s ə s t ˈ eɪ n ə b ə l; sustainable
t ˈ ɪ p; tip
h ˈ ɛ d ɪ ŋ; heading
h ˈ ɑː v i; harvey
f ˈ aɪ n d ɪ ŋ z; findings
m ˈ ɪ ɹ ə; mirror
θ ɹ ˈ ɛ t s; threats
n ˈ æ ʃ n ə l i; nationally
ɹ ˈ ʌ f; rough
s ˈ ɛ l ə b ɹ ˌ eɪ t; celebrate
ˈ əʊ n z; owns
p ɹ ˈ iː s t s; priests
w ˈ ɒ l ɪ s; wallace
f ˈ ɪ l ɪ p s; philips phillips
p ˈ æ n ə m ˌ ɑː; panama
n ˌ æ v ɪ g ˈ eɪ ʃ ə n; navigation
f ˈ eɪ v ə ɹ ɪ t; favourite
ə n ˈ aʊ n s m ə n t; announcement
ɪ n v ˈ ɛ s t ə z; investors
s ˈ ʌ m ə s ˌ ɛ t; somerset
k ə m p ɹ ˈ aɪ z ɪ ŋ; comprising
ɪ n ˈ eɪ b ə l d; enabled
dʒ ˈ əʊ n; joan
s t ˈ əʊ l ə n; stolen
h ˈ ɛ l ɪ k ˌ ɒ p t ə; helicopter
p ˈ eɪ s; pace
s ɪ v ˈ ɪ l j ə n z; civilians
ʃ ˈ ɒ k; shock
s k ˈ æ n d ə l; scandal
d ɹ ˈ iː m z; dreams
ɪ n v ˈ ɛ s t ɪ g ˌ eɪ t; investigate
d ˈ iː p l i; deeply
ˌ ɪ n t ə ɹ ˈ æ k ʃ ə n z; interactions
ʃ ˈ ɛ l t ə; shelter
k ˈ ɒ n f l ɪ k t s; conflicts
ɹ ˈ ɛ b ə l; rebel
m ə n t g ˈ ʌ m ə ɹ i; montgomery
t ɹ æ n s f ˈ ɔː m d; transformed
t ɹ ˈ æ v l ɪ ŋ; travelling
m ˌ ʊ m b ˈ aɪ; mumbai
s t ə b ˈ ɪ l ɪ t i; stability
k ə l ˈ ʌ m b ə s; columbus
d ɹ ˈ ɪ ŋ k; drink
d ˈ aɪ ɪ ŋ; dyeing dying
θ ɪə ɹ ˈ ɛ t ɪ k ə l; theoretical
w ˈ ɛ t; wet whet
p ˈ æ ʃ ə n; passion
n ˈ ɜː s ɪ ŋ; nursing
p ɹ ə v ˈ ɪ ʒ ə n; provision
dʒ ˈ iː n z; genes jeans
h ˈ ɛ l θ k ˌ ɛə; healthcare
p ˈ æ t; pat
v ˈ ɔɪ s ɪ z; voices
p ˈ ʌ n ɪ ʃ m ə n t; punishment
v ˈ ɛə ɹ i z; varies
ˈ əʊ k l ə n d; oakland
p ˌ æ l ɪ s t ˈ ɪ n ɪə n; palestinian
p ˈ aɪ ɹ ɪ t s; pirates
p l ˈ eɪ t s; plates
θ ˈ iː s ɪ s; thesis
w ˈ ɜː k ʃ ˌ ɒ p s; workshops
ɪ k s p ˈ æ n d ɪ ŋ; expanding
ˈ ʌ p k ˌ ʌ m ɪ ŋ; upcoming
w ˈ ɒ t s ə n; watson
ˈ ɔː θ ə ɹ ˌ aɪ z d; authorized
h əʊ t ˈ ɛ l z; hotels
m j uː z ˈ ɪə m z; museums
h ˈ aɪ b ɹ ɪ d; hybrid
v ˈ ɜː tʃ ʊə l i; virtually
g ˈ əʊ l k ˌ iː p ə; goalkeeper
m ˈ ɛ ɹ ɪ t; merit
p ɹ ˈ əʊ t ə k ˌ ɒ l; protocol
g ɹ ˈ ɪ d; grid
s ˈ ɜː k j ʊ l ə; circular
ə d m ˈ ɪ n ɪ s t ɹ ˌ eɪ t ə; administrator
d ˈ aɪ ə l ɛ k t; dialect
s t ˈ ɒ k h ˌ əʊ m; stockholm
ˈ ɔː l t ə d; altered
ɪ m p ɹ ˈ ɛ s ɪ v; impressive
k l ˈ əʊ s ɪ s t; closest
s ə b ˈ ɜː b ə n; suburban
m ˈ ɛ s ɪ dʒ ɪ z; messages
dʒ ɪə g ɹ ˈ æ f ɪ k ə l; geographical
ɹ ɪ s ˈ iː v ə; receiver
ɪ n k ˈ aʊ n t ə d; encountered
f ə m ˈ ɪ l ɪə; familiar
b ˈ aɪ n d ɪ ŋ; binding
l ˈ ɒ dʒ ɪ k; logic
s ə s p ˈ ɛ k t ɪ d; suspected
f l ˈ æ ʃ; flash
h ˈ əʊ l d ɪ ŋ z; holdings
ˈ ɒ s k ə; oscar
b ˈ ɪ n; bin
k ˈ ɒ n v ɔɪ; convoy
k ˌ ɒ m p ə n s ˈ eɪ ʃ ə n; compensation
t ɹ ˌ æ n s f ə m ˈ eɪ ʃ ə n; transformation
p ˈ ɜː θ; perth
w ˈ aɪ ə; wire
k ˈ ɪ l ə; killer
h ˈ æ m b ɜː g; hamburg
w ˈ ɪ d θ; width
m ˈ ʌ s ə l; muscle mussle
m ˈ ɑː v ə l; marvel
d ɪ s k ˈ ʌ v ə; discover
n ˈ əʊ z; knows nose
ˈ ɪ n tʃ ɪ z; inches
θ ˈ ɪə ɹ ə m; theorem
l ˈ ɛ n ə d; leonard
s ˈ ɛ l f; self
s t ɹ ˈ iː m z; streams
k w ˈ əʊ t ɪ d; quoted
k ə n dʒ ˈ ʌ ŋ k ʃ ə n; conjunction
p ɹ ˈ aɪ v ɪ t l i; privately
f ˈ ɜː n ɪ tʃ ə; furniture
f l ˈ uː ɪ d; fluid
ɹ ˈ ɛ l ə t ɪ v z; relatives
