ð ə; the
p ˈ ɑ ɹ k ɝ; parker
p j ˈ u p ə l z; pupils
ˌ ɪ n k ˈ ʌ m b ə n t; incumbent
ʃ ˈ ɑ p s; shop's shoppes shops
w ˈ ɝ ʃ ə p; worship
m ˌ æ n j ə f ˈ æ k tʃ ɝ ɝ; manufacturer
ɹ ˌ ɛ g j ə l ˈ eɪ ʃ ə n; regulation
ə n l ˈ ɛ s; unless
t ˈ æ k s ə z; taxes
ɹ ˈ i tʃ ə z; reaches
ˈ eɪ n dʒ ə l; angel angell
g ɹ ˌ æ dʒ u ˈ eɪ ʃ ə n; graduation
tʃ ˈ ɛ s; ches chess
t ˈ ʊ ɹ ə s t; tourist
v ˈ ɝ tʃ u ə l; virtual
m ˈ æ p s; maps
d ˈ ɑ g z; dogs
l ˈ aɪ t s; light's lights lites
k ˈ æ n s ə l d; canceled cancelled
k j ˈ u b ə; cuba kuba
ˈ æ l k ə h ˌ ɑ l; alcohol
s ˈ i d z; cedes seed's seeds
ɹ ˈ eɪ t ɪ ŋ z; ratings
k ə n t ɹ ˈ ɪ b j u t ɪ ŋ; contributing
l ˈ ʊ k t; looked
d ˈ ɛ m ə k ɹ ˌ æ t; democrat
d ˈ ɑ l ɝ z; dollar's dollars dollars'
k ˌ ɔ ɹ ə s p ˈ ɑ n d ɪ ŋ; corresponding
v ˈ ɝ t ɪ k ə l; vertical
t ˈ ɛ k; tec tech teck tek
ˈ i g ə l; eagle
k ˈ oʊ t; coat cote kote
m ˈ æ n ə dʒ; manage
s ə f ˈ ɪ ʃ ə n t; sufficient
f ˈ i l ɪ ŋ; feeling
p ˈ æ t ə n t; patent
k l ˈ ɪ n t ə n; clinton
k ˌ ɑ ŋ g ɹ ə g ˈ eɪ ʃ ə n; congregation
b ˈ ɛ d; bed
d ˌ ɛ z ə g n ˈ eɪ ʃ ə n; designation
ˈ ɪ l ə s t ɹ ˌ eɪ t ə d; illustrated
ˈ ɔ l t ɝ n ə t; alternate
ˌ æ n ə m ˈ eɪ ʃ ə n; animation
d ɪ s k ɹ ˈ aɪ b ɪ ŋ; describing
p ɹ ə f ˈ ɝ d; preferred
f ˈ ɪ l ə p ˌ i n; philippine phillipine
ɪ k s p ˈ æ n d; expand
j ˈ u ʒ ə w ə l; usual
k ˈ æ p; cap capp kapp
l ˈ ɪ n i ɝ; linear
b ˈ æ t ə l z; battle's battles
d ɪ z ˈ i z ə z; diseases
v ˈ æ l j ə b ə l; valuable
b æ l ˈ eɪ; ballet
d ɪ z ˈ æ s t ɝ; disaster
p j ˈ ʊ ɹ; pure
ɪ g z ˈ ɪ b ə t ə d; exhibited
b ɹ ˈ ɪ z b ˌ eɪ n; brisbane
d ɪ p ˈ ɑ ɹ t ɪ d; departed
θ ˈ ɛ ɹ ə p i; therapy
ɪ v ˈ ɑ l v d; evolved
ˈ æ ŋ g ə l; angle
w ˈ ɪ n d z; wind's windes winds
k ˈ æ m p s; camp's camps camps' kamp's kamps
ˈ æ θ ə n z; athans athens
ɹ ɪ s p ˈ ɛ k t ɪ v; respective
s ə p ˈ oʊ z d; supposed
h ˈ i b ɹ u; hebrew
æ k s ˈ ɛ s ə b ə l; accessible
d ˈ i dʒ ˈ eɪ; dj
s ˈ ɪ ɹ i ə; seria syria
ˈ ɪ n t ɝ v j ˌ u z; interviews
ˈ ɪ b ə n; ibn
g ɹ ˈ æ m ɝ; grammar grammer
t ˌ ɛ ɹ ɪ t ˈ ɔ ɹ i ə l; territorial
ə s ˈ ɛ s m ə n t; assessment
dʒ ˈ ɛ ɹ i; gerri gerrie gerry gery jere jeri jerri jerrie jerry
n ˈ ɔ ɹ f ə k; norfolk
p ɹ ˈ oʊ f ˌ aɪ l; profile
t ˈ ɝ n ə m ə n t s; tournaments
ˌ ɪ m p ɹ ˈ u v m ə n t; improvement
ˈ aʊ t b ɹ ˌ eɪ k; outbreak
ɹ ˈ ɛ z ə v w ˌ ɑ ɹ; reservoir
s ˈ eɪ v d; saved
aɪ d ˈ ɛ n t ɪ k ə l; identical
ə l ˈ æ s k ə; alaska
k ɹ ˌ ɪ s tʃ i ˈ æ n ɪ t i; christianity
s ˌ aɪ m ə l t ˈ eɪ n i ə s l i; simultaneously
k ˈ ɪ d z; kid's kids kids' kyd's
ɹ ˌ ɛ k ɹ i ˈ eɪ ʃ ə n; recreation
m j ˈ u n ɪ k; munich
h ˈ ɛ ɹ ɪ s ə n; harrison
ɹ ˈ ɑ; ra rah raw rha
k l ˈ oʊ ʒ ɝ; closure
p ɹ ˈ i f ˌ ɛ k tʃ ɝ; prefecture
d ˈ ɛ m ə k ɹ ˌ æ t s; democrat's democrats democrats'
dʒ ˈ ɝ n ə l ˌ ɪ z ə m; journalism
ɛ s ˈ ɛ n ʃ ə l i; essentially
tʃ ˈ eɪ s; chace chase
k ə n f ˈ ɛ d ɝ ə t; confederate
tʃ ˈ æ l ə n dʒ ɪ z; challenges
s ˈ æ m p ə l; sample
ʃ ˈ ɪ p ɪ ŋ; shipping
d ə k ˈ oʊ t ə; dakota
l ˈ æ p; lap lapp lappe
ɹ ˈ ɑ k i; rockey rocky
b ɪ l ˈ ɔ ŋ z; belongs
s ˌ ɪ n s ə n ˈ æ t i; cincinnati
s ˈ ɪ t ɪ ŋ; sitting
b ɹ ˈ i d ɪ ŋ; breeding
l ˈ u p; loop loup loupe lupe
s l ˈ oʊ l i; slowly
ɪ k s k l ˈ u s ɪ v; exclusive
ɹ ˈ ɔ ŋ; rong wrong
k ˈ u p ɝ; cooper kuiper
b ɹ ˈ aɪ t; bright brite
p ˈ aʊ ɝ d; powered
k ə n g ɹ ˈ ɛ ʃ ə n ə l; congressional
ɹ ˌ ɛ z ə g n ˈ eɪ ʃ ə n; resignation
ʃ ˈ i l d; schield shield
k ˈ æ p ɪ t ə; capita
p i ˈ ɛ ɹ; pierre
w ˈ eɪ t ɪ ŋ; waiting weighting
d ɪ f ˈ ɛ n d; defend
s t ˈ oʊ n z; stone's stones stones'
ɛ n ɹ ˈ oʊ l d; enrolled
v ˈ aɪ; vi vie vy
p ˈ ɑ ɹ ʃ ə l; parshall partial
p ˈ æ n; pan
h ˈ aɪ t s; heights heitz hites
t ˈ ɛ l ə f ˌ oʊ n; telephone
s ˌ aʊ θ ˈ i s t ɝ n; southeastern
ə t ˈ ɛ n d ə n s; attendance
ə w ˈ ɛ ɹ n ə s; awareness
ɹ ˈ eɪ d ˌ ɑ ɹ; radar
f ˈ ɪ l; fil fill phil
b ˈ u d ə s t; buddhist
k ˈ æ t; cat catt kat katt
k ə m p ˈ ɛ ɹ ə s ə n; comparison
h ˈ ɛ l p s; helps
k ə n v ˈ ɪ k t ə d; convicted
ə p ɹ ˈ oʊ tʃ t; approached
ˈ ɔ t ə m; autumn
f l ˈ aʊ ɝ; flour flower
t ˈ ʌ n z; tonnes tons
p ɹ ə s ˈ i dʒ ɝ; procedure
d ɪ f ˈ ɛ n d ə d; defended
ə t ˈ ɛ m p t ɪ ŋ; attempting
ɹ ˈ eɪ z ɪ ŋ; raising razing
m ˈ ɛ ʒ ɝ d; measured
w ˈ ɛ l f ˌ ɛ ɹ; welfare
s ˈ æ t; sat
ˌ ʌ n d ɝ g ɹ ˈ æ dʒ ə w ə t; undergraduate
ˈ ɑ ɹ g j ə m ə n t; argument
n ˈ oʊ b ə l; knobel knoble knoebel noble
v ˈ oʊ k ə l ɪ s t; vocalist
ˌ ɪ n t ə l ˈ ɛ k tʃ u ə l; intellectual
j ˈ u t j ˌ u b; youtube
d ˈ ɪ f ə k ə l t i z; difficulties
w ˈ aɪ d ɝ; weider wider
ˈ ɛ g z ɪ t; exit
d ɪ s t ˈ ɪ ŋ k t ɪ v; distinctive
k ɹ ˈ ɪ s t ə l; christal christel chrystal cristal crystal kristall kristol krystal
p ˈ i ˌ eɪ tʃ d ˈ i; ph.d. phd
p ˈ ɪ ŋ k; pink
p ɝ ˈ u; peru
ˌ ɛ k s ə k j ˈ u ʃ ə n; execution
p ɹ ˈ oʊ t ˌ i n z; protein's proteins
p ˈ i ˈ ɛ m; p.m. pm
ˌ ɪ n t ɝ m ˈ i d i ɪ t; intermediate
ˈ ɑ l ə v ɝ; oliver
k ˈ ɑ l ə m z; collums columns
s ˌ ɛ l ə b ɹ ˈ eɪ ʃ ə n; celebration
b ˈ ɛ ŋ g ə l; bengal bengel
s p ˈ ɛ n d; spend
ɹ ˈ ɛ s t ɝ ˌ ɑ n t s; restaurant's restaurants restaurants'
s ˈ aɪ ə n t ɪ s t; scientist
f l ˈ ʌ d; flood flud fludd
m ˈ ɛ ɹ ə t ˌ aɪ m; maritime
f ˈ ʌ n; fun
b ˈ oʊ n ə s; bonus
b ˈ ɑ k s ɪ ŋ; boxing
k ˈ ɑ ɹ d ə n ə l; cardinal
ˈ ɔ ɹ d ə n ˌ ɛ ɹ i; ordinary
s t ˈ eɪ k s; stake's stakes steaks
θ ˈ ɪ k; thick
ˌ ɪ n h ˈ ɛ ɹ ə t ɪ d; inherited
f l ˈ u; flew flu flue
θ i ˈ ɑ l ə dʒ i; theology
b ˌ ɑ ɹ s ɪ l ˈ oʊ n ə; barcelona
ˌ ɪ n d ˈ ʌ k t ɪ d; inducted
ɑ ɹ m ˈ i n i ə n; armenian
ɹ ɪ m ˈ u v ə l; removal
l ˈ aɪ; lai lie ly lye
l ˌ ɪ b ˌ ɝ ˈ eɪ ʃ ə n; liberation
ˈ i j ˌ u; eu
t ˈ ɝ n ɝ; turner
d ˌ ɪ s ˈ aɪ d; decide
s l ˈ eɪ v; slave
m ˈ eɪ n l ˌ æ n d; mainland
ˈ æ n s ɝ; answer
w ˈ ɝ s t; werst worst wurst
d ɪ s t ɹ ˈ ɔɪ; destroy
v ˈ ɪ z ɪ t s; visits
k ˌ ɛ ɹ ə k t ɝ ˈ ɪ s t ɪ k; characteristic
s t ɹ ˈ ɛ s; stress
ɪ k s p ˈ ɛ ɹ ə m ə n t s; experiment's experiments
k ɹ ˈ ɔ s ɪ z; cross's crosses
l ˈ ɔ ŋ t ˈ ɝ m; long-term
n ə v ˈ ɑ d ə; nevada
l ˈ i f; leaf leif lief
k ˈ ɑ f i; coffee coffey
k ɝ ˈ ʌ p ʃ ə n; corruption
g ˈ ɪ f t; gift
n ˈ æ ɹ ə t ɪ v; narrative
ɪ g z ˈ æ k t; exact
d ˈ u ə l; dewall dual duel
v ˌ ɛ ɹ i ˈ eɪ ʃ ə n z; variations
θ ˈ ɪ ɹ i z; theories theory's
ˌ ɪ m p ˈ ɑ s ə b ə l; impossible
p ˈ ɔɪ n t ɪ d; pointed
ˈ ɑ p ʃ ə n z; option's options options'
ˌ ɪ m p ɹ ˈ u v m ə n t s; improvements
p ɝ s p ˈ ɛ k t ɪ v; perspective
f ə z ˈ ɪ ʃ ə n; physician
s ə k s ˈ ɛ ʃ ə n; succession
k ə l ˈ æ b ɝ ˌ eɪ t ɪ d; collaborated
n ˈ ɛ k; nec neck
w ˈ ɔ ɹ n ɪ ŋ; warning
f ɹ ˈ ɛ n d ʃ ɪ p; friendship
p ˈ ʌ ŋ k; punk
p ɹ ˌ ɛ z ɝ v ˈ eɪ ʃ ə n; preservation
s ˈ ʌ l t ə n; sultan sulton
b ɝ n ˈ ɑ ɹ d; bernard burnard
t ˈ ɛ ɹ i; tarry teri terri terrie terry
ɪ k s t ˈ ɛ n d; extend
m ˈ ɪ l k; milk milke
l ˌ oʊ k ə m ˈ oʊ t ɪ v; locomotive
d ɪ s ˈ ɛ n d ə n t s; descendants descendents
b ˈ oʊ n; boan boehne boen bohn bohne bone bown bowne
m ˈ aɪ k ɹ ˌ oʊ s ˈ ɔ f t; microsoft
l ˈ ɪ t ɝ ə s i; literacy
ˈ i g ə l z; eagle's eagles
ə f ˈ ɛ k t; affect
s p ˈ i k ɝ z; speaker's speakers
p ɝ m ˈ ɪ t ɪ d; permitted
m ˈ ɪ s ə l; missal missel missile
ˈ ɑ ɹ k ə t ˌ ɛ k t s; architect's architects
k ˈ æ ɹ i z; carrey's carries
ɑ n s ˈ ɑ m b ə l; ensemble
l ˈ ɑ dʒ; lodge
ɹ ə d ˈ u s ɪ ŋ; reducing
ɹ ˈ eɪ n dʒ ə z; ranges
ˈ æ t m ə s f ˌ ɪ ɹ; atmosphere
t ˈ oʊ n; tone
d ɪ v ˈ ɛ l ə p m ə n t s; development's developments
d ɪ p ˈ ɪ k t ə d; depicted
k ə m ˈ ɛ n s t; commenced
p ɹ ˈ u v; prove
k ə n ˈ ɛ k t; connect
f ˌ ʌ n d ə m ˈ ɛ n t ə l; fundamental
p ɹ ˈ ɑ t ə s t ə n t; protestant
ɹ ˈ ɛ l ə v ə n t; relevant
b ˈ ɝ n d; burned
ɪ k s p ˈ ɛ ɹ ə m ə n t; experiment
d ˈ ɛ k ɝ ˌ eɪ t ɪ d; decorated
ɹ ˈ i s ɔ ɹ s; resource
k ə m p ɹ ˈ aɪ z ə z; comprises
ʃ ˈ ɑ ɹ p; scharp sharp sharpe
ˈ ɛ m f ə s ə s; emphasis
w ˈ ɔ ɹ i ɝ z; warriors
θ ˈ ɪ n; thin
n ˌ ɑ m ə n ˈ eɪ ʃ ə n z; nominations
t ˈ ʌ tʃ; touch tuch
p l ˈ eɪ s ɪ ŋ; placing
ə b dʒ ˈ ɛ k t ɪ v; objective
t ˈ ɛ n θ; tenth
ə p ˈ oʊ n ə n t; opponent
ɹ ˈ ɑ b ɝ t s; robert's roberts roberts'
g ɹ ˈ eɪ v; grave
g l ˈ oʊ b; globe
ɪ g z ˈ æ k t l i; exactly
n ə p ˈ ɔ l; nepal
ˈ æ d v ə k ə t; advocate
s t ɹ ˈ ʌ k tʃ ɝ ə l; structural
ɔ t ˈ ɑ n ə m ə s; autonomous
ə p ɹ ˈ oʊ tʃ ə z; approaches
dʒ ˈ eɪ k ə b; jacob
k ˈ ɑ l ɪ n z; collins collins'
k ˈ oʊ tʃ t; coached
d ɪ f ˈ ɛ n d ɝ; defender
h j ˈ u; hew hewe hue hugh
ˌ ɔ ɹ g ə n ɪ z ˈ eɪ ʃ ə n z; organisations organization's
ɪ g z ˌ æ m ə n ˈ eɪ ʃ ə n; examination
k ˈ æ ʒ ə w ə l t i z; casualties
k ɹ ˈ ɪ s tʃ ə n z; christians
p ˈ aɪ n; pine pyne
s ˈ ɔ d i; saudi sawdey sawdy
l u ˈ i s; luis
θ ˈ ɝ t ˈ i n; thirteen
p ˈ ɛ ɹ z; pairs pares pears
w ˈ ʊ l f; wolf wolfe wolff woolf wulf wulff
ɪ s k ˈ eɪ p t; escaped
b ˈ æ ŋ k ɪ ŋ; banking
p ɹ ˈ ɪ n t ɪ ŋ; printing
t ˈ ɪ k ə t; ticket
n ˈ eɪ m l i; namely
t ˈ ɑ ɹ g ə t s; target's targets
t ɹ ˈ i ˌ oʊ; trio
ˌ ɪ n f ˈ ɔ ɹ m d; informed
ɹ ˈ æ l i; raley rally
h ˈ ɑ s p ˌ ɪ t ə l z; hospital's hospitals
t ˈ aʊ ɝ z; tower's towers towers'
k ˈ æ θ ɝ ə n; catherine
s ˈ i m d; seemed
k ˈ ɔɪ n z; coin's coins
s t ˈ ɛ m; stem stemm
s ˈ ɪ v ɪ k; civic
p ɹ ə z ˈ ɝ v; preserve
d ɪ m ˈ æ n d z; demands
g ˈ eɪ t s; gates gates'
ɪ k s p l ˈ eɪ n z; explains
dʒ ˈ eɪ; j j. jae jay jaye
s ə s ˈ aɪ ə t i z; societies society's
l ˈ oʊ g oʊ; logo
t ˈ i; t t. te tea tee ti
v ˈ ɛ t ɝ ə n; veteran
b ˈ ɑ b i; bobbi bobbie bobby
ɹ ə s ˈ i v z; receives
ɹ ə f ˈ ɔ ɹ m z; reforms
p ˈ ɑ ɹ k ɪ ŋ; parking
k ˈ ɑ l ə n i z; colonies colony's
ʃ ˈ ɛ ɹ ɪ ŋ; sharing
f ˈ eɪ s ə z; faces
ə s ˈ ɪ s t s; assists
k ˈ ɑ m p aʊ n d; compound
ɹ ɪ z ˈ u m d; resumed
m ə l ˈ ɛ k j ə l ɝ; molecular
ˌ ɪ n s t ɹ ˈ ʌ k ʃ ə n; instruction
p ɹ ˈ ɛ z ə d ə n s i; presidency
v ˈ eɪ g ə s; vegas
h ˈ ɝ b ɝ t; herbert
ə b ˈ ɔ ɹ d; aboard
h ˈ ɑ ɹ d w ˌ ɛ ɹ; hardware
ɹ ɪ z ˈ ɝ v z; reserve's reserves
t ɹ ˈ æ v ə l z; travels
ˈ ɑ ɹ dʒ ə n t ˌ i n; argentine
ɹ ɪ k ˈ ɔ l d; recalled
g ˈ oʊ s t; ghost
ˈ ɝ n; earn erne urn
ɪ m ˈ oʊ ʃ ə n ə l; emotional
ɹ ˈ ɛ f; ref reff reph
ɹ ˈ ɑ k ə t; rocket
s ˈ ɪ g n ə l z; signal's signals
b ˈ ɔ ɹ d z; board's boards bordes
d ɪ s b ˈ æ n d ɪ d; disbanded
t ˈ i tʃ; teach
p ˈ ʊ l d; pulled
t ˈ ɔ k s; talk's talks
ˈ ɛ n t ɝ z; enters
v ˈ ɛ ɹ i ə b ə l; variable
p ɹ ˈ ɛ z ə n t s; presents
k ə m p j ˈ u t ɝ z; computer's computers computers'
s ˈ ʌ ŋ; sung
k ˈ ɛ n; kehn kehne ken kenn
ɹ ˈ ɑ s t ɝ; roster
d ˌ ɛ k l ɝ ˈ eɪ ʃ ə n; declaration
ˈ ʌ l t ə m ə t; ultimate
k ə l ˈ ɑ m ˌ ʌ t ɝ z; kilometers
k ə l ˈ æ p s; collapse
ˈ ɛ l ə v ˌ eɪ t ɪ d; elevated
f ɹ ˈ eɪ z; frase fraze frey's phrase
ə s ˈ aɪ d; aside
m ˈ ɝ d ɝ d; murdered
l ˈ ɪ t ɝ ə l i; literally
m ˌ æ θ ə m ˈ æ t ɪ k ə l; mathematical
ɹ ɪ f ˈ ɝ ɪ ŋ; refering referring
k w ˈ ɔ ɹ t ɝ b ˌ æ k; quarterback
s ˈ i k w ə l; sequel
ˌ ɑ z ɝ b aɪ dʒ ˈ ɑ n; azerbaijan
k ə m p ˈ aɪ l d; compiled
p ˈ i t ɝ z b ɝ g; petersburg
w ˈ ɑ z ə n t; wasn't
ə f ˈ ɪ l i ˌ eɪ t; affiliate
ɹ ˈ ɑ dʒ ɝ z; rodgers roger's rogers rogers'
l ˈ æ n d m ˌ ɑ ɹ k; landmark
d ˈ ɪ k; dic dick dicke dyk
d ˈ ɛ n v ɝ; denver
h ˈ ʌ d s ə n; hudson
ˌ ɑ ɹ t ə f ˈ ɪ ʃ ə l; artificial
v ˈ ɛ ɹ i ə n t; variant
ɹ ɪ g ˈ ɑ ɹ d; regard
w ˈ ɔ ɹ s ˌ ɔ; warsaw
s i ˈ ɛ ɹ ə; sierra
ɹ ˈ u l ɝ; ruler
ɹ ˈ æ b ˌ aɪ; rabbi
k ˈ ɑ n t ɹ ˌ æ k t s; contract's contracts
m ˈ æ n j ə s k ɹ ˌ ɪ p t; manuscript
s ˈ ɔ ŋ ɹ ˌ aɪ t ɝ; songwriter
t ɹ ˈ ɪ b j ə t ˌ ɛ ɹ i; tributary
ˈ ɛ ɹ ɝ; error
p ɝ ˈ eɪ d; parade
d ˈ i m d; deemed
s ə p l ˈ aɪ d; supplied
k ˌ ɑ m p ə z ˈ ɪ ʃ ə n z; compositions
s w ˈ ɪ tʃ t; switched
p ˈ ɝ l; pearl pearle perl perle
k ə n s ˈ ɪ s t ə n t; consistent
d ˈ ɛ k; dec dech deck
t ˈ ɛ l ɪ ŋ; telling
d ˈ ɛ l ə w ˌ ɛ ɹ; delaware
k ɹ oʊ ˈ eɪ ʃ ə; croatia
ˈ æ m s t ɝ d ˌ æ m; amsterdam
k ˈ i θ; keath keeth keith
l ˈ ɛ ɹ i; larry lary
ʃ ˈ ɑ; hsia sha shah
ɹ ɪ v ˈ aɪ z d; revised
b ə l g ˈ ɛ ɹ i ə n; bulgarian
ˌ ɪ n s t ə l ˈ eɪ ʃ ə n; installation
g ˈ ɑ θ ɪ k; gothic
v ˌ ɛ ɹ i ˈ eɪ ʃ ə n; variation
v ˈ ɪ n s ə n t; vincent
w ˈ æ ŋ; wang whang
g ɹ ˈ æ n t s; grant's grants grantz granz
l ˈ ʊ k s; looks
k ˈ ɑ n s ɛ p t s; concepts
f l ˈ ɔ ɹ ə n s; florance florence
k ɝ ˈ ɪ k j ə l ə m; curriculum
ɹ ˈ ɛ v; rev
k ə n s ˈ ʌ m p ʃ ə n; consumption
ə s ˌ oʊ s i ˈ eɪ ʃ ə n z; associations
k ə n s ˈ ɪ s t; consist
ɹ ˈ eɪ d; raid rayed
ˈ æ θ l ˌ i t; athlete
p ˈ eɪ d ɹ oʊ; pedro
ˈ eɪ m z; aim's aims ames ames'
ɪ f ˈ ɪ ʃ ə n s i; efficiency
ˈ ɝ θ k w ˌ eɪ k; earthquake
t ɹ ˈ æ v ə l ɪ ŋ; traveling travelling
ˌ ɪ n ə v ˈ eɪ ʃ ə n; innovation
d ɹ ˈ ʌ m; drum drumm
n ə b ɹ ˈ æ s k ə; nebraska
ɪ k s t ˈ ɪ ŋ k t; extinct
dʒ ˈ ɛ f ɝ s ə n; jefferson
k l ˈ ɑ k; clock kloc klock klocke
m ˈ æ n ʃ ə n; mansion
d ˈ ɪ f ə k ə l t i; difficulty
s ˈ ɪ ɹ ˌ i ə l; serial
n ˈ u k ˌ æ s ə l; newcastle
k ə n ˈ ɛ k t s; connects
m ˈ eɪ t ɹ ɪ k s; matrix
d ɹ ˈ ɛ s; dress
v ˈ ɛ n ə s; venice
t ɹ ˈ ʌ b ə l; trouble
ˈ ɑ ɹ k ˌ aɪ v z; archives
n ˈ ɪ k n ˌ eɪ m; nickname
ə w ˈ ɛ ɹ; aware
n ˈ aɪ t s; knight's knights night's nights nights'
m ə l ˈ ɪ ʃ ə; militia
d ɪ z ˈ ɑ l v d; dissolved
ɹ ˌ ɛ n ə s ˈ ɑ n s; renaissance
k ˈ æ n t ə n; canton
p ɹ ə f ˈ ɛ ʃ ə n ə l z; professionals professionals'
g ɹ ˈ oʊ v; grove
ɪ g z ˈ ɪ b ɪ t; exhibit
k ə n t ɹ ˈ oʊ l z; control's controls
f ˈ ɑ l ə n; fallen
aɪ d ˈ i l; ideal
ɹ ɪ f l ˈ ɛ k t; reflect
n ˌ ɔ ɹ θ ˈ i s t ɝ n; northeastern
ə m ˈ aʊ n t s; amounts
ˌ ɪ n t ɝ ˈ æ k ʃ ə n; interaction
p ɹ ˈ ɛ d ə s ˌ ɛ s ɝ; predecessor
k ˈ u; coo cou coup khoo khuu koo ku qu
tʃ ˈ æ n s ə l ɝ; chancellor
ə d m ˈ ɪ n ə s t ɝ d; administered
ˈ ɪ n p ˌ ʊ t; input
m ˈ ʌ n d i; monday mundi mundie mundy
f ɹ ˈ eɪ t; frate freight
m æ g n ˈ ɛ t ɪ k; magnetic
l ˈ ɔɪ d; lloyd loyd
b ˈ æ t ɪ ŋ; batting
ˈ ɑ b l æ s t; oblast
w ˈ ɔ ɹ n; warn warne worn
n ˈ eɪ b ɝ ɪ ŋ; neighboring neighbouring
ˈ æ s k; ask
s ˈ ɔ ɹ t; sort
j ˈ eɪ l; yale
w ˈ ɪ d oʊ; widow
k ɹ ˈ eɪ g; craig
ɹ ˌ i k ə n s t ɹ ˈ ʌ k ʃ ə n; reconstruction
p ɹ ˈ ɛ ɹ; prayer
s ə s p ˈ ɛ n ʃ ə n; suspension
d ɹ ˈ ɪ ŋ k ɪ ŋ; drinking
k ə n v ˈ ɪ n s t; convinced
t ˌ ɛ m p ɝ ˈ ɛ ɹ ə l i; temporarily
ˈ ɑ t ə w ˌ ɑ; ottawa
p ˈ ʊ ʃ t; pushed
ˌ ɛ d ə t ˈ ɔ ɹ i ə l; editorial
b ˈ ɪ ɹ; beare beer bere
k ˈ ʌ s t ə m z; customs
w ˈ ɪ ʃ; wisch wish
f ˈ eɪ l ɪ ŋ; failing
h ˈ ɛ ɹ ə l d; harold harrold herald herold
s ˌ aʊ θ w ˈ ɛ s t ɝ n; southwestern
t ˈ ɛ s t ɪ d; tested
b ɹ ˈ ɔ d k ˌ æ s t s; broadcasts
k ɹ oʊ ˈ eɪ ʃ ə n; croatian
ə tʃ ˈ i v m ə n t s; achievements
ˌ ɪ n t ə g ɹ ˈ eɪ ʃ ə n; integration
ɹ ɪ n ˈ aʊ n d; renowned
p l ˈ æ s t ɪ k; plastic
ɹ ə s ˈ ɪ p i ə n t; recipient
k ˈ ʌ; ca
dʒ ˈ eɪ l; jail
ˈ ɛ g z ˌ aɪ l; exile
d ˈ eɪ t ə b ˌ eɪ s; database
w ˈ ɔ ɹ f ˌ ɛ ɹ; warfare
d ˈ aɪ ə l ˌ ɔ g; dialogue
m ˈ ɑ s k; mosque
b ˈ ɑ m ɪ ŋ; bombing
d ˈ i p oʊ; depo depot
b ə l g ˈ ɛ ɹ i ə; bulgaria
ð ˈ ɛ ɹ b ˈ aɪ; thereby
ɪ k s p l ˈ eɪ n; explain
g ˈ ɑ s p ə l; gospel
s ˈ aɪ t ɪ ŋ; citing sighting siting
ɹ ɪ k ɹ ˈ u t ɪ d; recruited
b ˈ ʊ l ə v ˌ ɑ ɹ d; blvd boulevard
ə l ˈ ʌ m n ˌ aɪ; alumni
s ˈ ɛ m ə n ˌ ɛ ɹ i; seminary
ɹ ˈ ɛ b ə l z; rebel's rebels rebels'
k ə m ˈ æ n d ɪ ŋ; commanding
g ˈ æ ð ɝ d; gathered
j ˌ u ˌ ɛ s ˈ ɛ s; uss
s ˌ aɪ k ə l ˈ ɑ dʒ ɪ k ə l; psychological
ɪ k w ˈ eɪ ʒ ə n; equation
d ˈ ɛ n ɪ s; denis dennis
s p ˈ ɑ t s; spots spotts
ˌ æ f t ɝ n ˈ u n; afternoon
h ˈ ɑ n s; hans honse
f ˈ ɛ l oʊ ʃ ˌ ɪ p; fellowship
ˌ æ n ɪ m ˈ eɪ; anime
v ˈ ɛ t ɝ ə n z; veteran's veterans veterans'
s ɪ k s t ˈ i n; sixteen
k ˈ ʌ l tʃ ɝ z; culture's cultures
p ˈ ɛ ɹ i; parry perry
d ˈ aɪ ə t; diet
k w ˈ i n z; queen's queens
ˈ æ s p ˌ ɛ k t; aspect
k ɹ ˈ æ f t; craft krafft kraft
h ˈ ɛ l ə n; helen hellen
p ˈ aɪ l ə t s; pilot's pilots pilots'
ɹ ˈ æ n d ə m; random
v ˈ ɛ n u z; venues
æ d v ˈ ɛ n tʃ ɝ z; adventures
s p ˈ ɛ ʃ ə l ə s t; specialist
s w ˈ ɪ tʃ; switch
n ˈ ɔɪ z; noise noyes
ʃ ˈ ʌ t; schut schutt shut shutt
ə b ˈ ɑ l ɪ ʃ t; abolished
m ˌ æ n j ə f ˈ æ k tʃ ɝ ɝ z; manufacturer's manufacturers
ɪ s t ˈ eɪ t s; estate's estates
k ˈ ɑ m ɛ n t s; comments
k ˈ ɑ n s ə k w ə n t l i; consequently
p ˈ ɪ tʃ t; pitched
k ˈ ɛ n j ə; kenya
f ˈ ɑ ɹ m z; farm's farms farms'
ɹ ˈ æ l f; ralph
b ˈ ɪ l z; bill's billes bills bills'
ə t ˈ æ k ɪ ŋ; attacking
d ɪ l ˈ eɪ d; delayed
p ˈ ɑ m; palm palme
ɹ ˈ ɛ f j ˌ u dʒ i z; refugees refugees'
p ˈ ʌ t ɪ ŋ; putting
v ˈ ɝ s; vers verse
s t ˈ ɑ p s; stops
p ɹ ˌ ɪ d ˈ ɑ m ə n ə n t l ˌ i; predominantly predominately
k ˈ ʌ t ɪ ŋ; cutting
ə p d ˈ eɪ t ɪ d; updated
ʃ ˈ ɛ f i l d; sheffield
ˈ ɛ n ə m i z; enemies enemies' enemy's
