ð ə; the
s ə l v ˈ eɪ ʃ ə n; salvation
s t ˈ ɑː k; stark
h ˈ ɑː f w eɪ; halfway
d w ˈ ɔː f; dwarf
p ɹ ˈ ɛ m ɪ s; premise
p əʊ s t g ɹ ˈ æ d j ʊə t; postgraduate
p l ˈ eɪ g; plague
f ˈ ɪ k s tʃ ə; fixture
b ˈ æ ŋ k ɒ k; bangkok
p ˈ ɪ l g ɹ ɪ m ɪ dʒ; pilgrimage
ʃ ˈ ɔː t s; shorts
g ɹ ˈ ɛ n ɪ tʃ; greenwich
ə l ˈ aɪ k; alike
f ˈ ɪ ŋ g ə z; fingers
ɔː d ˈ ɪ ʃ ə n; audition
n ˈ əʊ d z; nodes
v ˈ aɪ k ɪ ŋ; viking
ɪ n v ˈ ɛ s t ə; investor
æ ŋ z ˈ aɪ ə t i; anxiety
t ˈ ɜː b aɪ n; turbine
p ˈ æ ɹ ə g w ˌ aɪ; paraguay
ˌ ɪ n d ɪ ɹ ˈ ɛ k t; indirect
ə f ˈ ɔː d ə b ə l; affordable
d ɹ ˈ ɪ ŋ k s; drinks
s t ɹ ˈ ʌ k tʃ ə d; structured
w ˈ ʊ d ə n t; wouldn't
ˈ ɪə z; ears
ɹ ɪ g ˈ eɪ n; regain
ɹ ˈ ɛ k; wreck
w ˈ ʊ l; wool
k ˈ ɛə f ə l; careful
d ˈ ɪ s k əʊ; disco
v ˈ ɜː d ɪ k t; verdict
t ˈ uː θ; tooth
ˈ ɪ m p l ɪ m ˌ ɛ n t ɪ ŋ; implementing
ˈ æ s t ə n; aston
b ˈ æ l ə n s t; balanced
l ˈ eɪ ɪ ŋ; laying
b ˈ ɛ d ɹ ˌ uː m; bedroom
s ˈ ɛ n s ə ʃ ɪ p; censorship
ɪ n t ˌ ɜː p ɹ ɪ t ˈ eɪ ʃ ə n z; interpretations
l ˌ aɪ ə b ˈ ɪ l ɪ t i; liability
ˌ ɛ k ə n ˈ ɒ m ɪ k l i; economically
d ˌ aɪ ə b ˈ iː t iː z; diabetes
d ɹ ˈ aʊ t; drought
dʒ ˈ ɛ n ə ɹ ˌ eɪ t ə; generator
p ɹ ˈ ɛə z; prayers
d ɪ k l ˈ ɛə; declare
h ɒ n d j ˈ ʊə ɹ ə s; honduras
m ˈ ɪ ɹ ə k ə l; miracle
p ˈ æ k ɪ dʒ ɪ ŋ; packaging
ˈ aʊ t ɹ ˌ iː tʃ; outreach
k ə l ˈ ɛ k t ə z; collectors
ɹ ɪ f j ˈ uː z ə l; refusal
s ˈ əʊ ʃ ə l i; socially
b ˈ æ ŋ k ə; banker
b l ˈ æ k b ə n; blackburn
l ˈ ɪ ɹ ɪ k; lyric
ˈ eɪ k ə; acre
s t ɹ ˈ aɪ p s; stripes
g ɹ ˈ æ v ə l; gravel
f ɹ ˈ ɪ n dʒ; fringe
ˈ ɪ n t ə v ə l z; intervals
h ˈ ɜː b; herb
p ˈ ɔɪ z ə n; poison
d ˈ ɛ s k; desk
ˈ ɒ n s ˌ ɛ t; onset
k l ˈ eɪ t ə n; clayton
ɒ n d ɹ ˈ eɪ ə s; andreas
k ə m p l ˈ aɪ; comply
s ˈ iː t ɪ d; seated
f l ˈ ɛ ʃ; flesh
j ˈ əʊ g ə; yoga
p l ˈ ɒ t s; plots
b ˈ uː t; boot
ɪ n f ˈ ɛ k ʃ ə n z; infections
d ˈ ɒ dʒ; dodge
ɹ ˈ æ b ɪ t; rabbit
l ˈ ɑː v ə; lava
ə p ɹ ˌ iː ʃ ɪ ˈ eɪ ʃ ə n; appreciation
j ʊ ɹ ˈ eɪ n ɪə m; uranium
m ˈ eɪ b i; maybe
ˈ ʌ p d ˌ eɪ t s; updates
d ˈ əʊ v ə; dover
ˌ ɪ n ə b ˈ ɪ l ɪ t i; inability
b l ˈ ɛ n d; blend
d ˌ ɛ m ə g ɹ ˈ æ f ɪ k; demographic
k ˈ əʊ l t; colt
p ɹ ə dʒ ˈ ɛ k ʃ ə n; projection
ə f ɹ ˈ eɪ d; afraid
f ˈ æ n t ə m; phantom
t ˈ ɪ ʃ uː z; tissues
f ˈ ɑː m ə s i; pharmacy
k ˈ ɪ d n i; kidney
l ˈ ɛ t s; let's lets
s ɪ n ˈ ɑː ɹ ɪ əʊ; scenario
s p ɛ k t ˈ æ k j ʊ l ə; spectacular
ˈ ɛ k s ɹ ˌ eɪ; x-ray
ɹ ˈ əʊ z ɪ z; roses
k ˌ ɒ n f ɹ ʌ n t ˈ eɪ ʃ ə n; confrontation
w ˈ ɛ z l i; wesley
k l ˈ aʊ d z; clouds
ˈ æ t ə m; atom
b ˌ ʊ k ə ɹ ˈ ɛ s t; bucharest
ɪ m ˌ æ dʒ ɪ n ˈ eɪ ʃ ə n; imagination
ˈ ɒ f ə ɹ ɪ ŋ z; offerings
ˌ æ l j ʊ m ˈ ɪ n ɪə m; aluminium
l ˈ iː v aɪ; levi levy
f ˈ ɪ z ɪ s ɪ s t; physicist
l ˈ æ b z; labs
p ˈ æ s ɪ dʒ ɪ z; passages
s ə s t ˌ eɪ n ə b ˈ ɪ l ɪ t i; sustainability
ˈ ɛ v ɹ ɪ b ˌ ɒ d i; everybody
k ˈ ɒ m ə n t ˌ eɪ t ə z; commentators
k ˈ ɒ n; con
d ˈ ɑː b ɪ ʃ ə; derbyshire
k ɹ ˈ əʊ; crow
dʒ ˈ iː n j ə s; genius
ɪ m p l ˈ aɪ d; implied
b ɹ ˈ aɪ ə n t; bryant
l ˈ ɒ ɹ ə l; laurel
p ˈ ɛ t i; petty
d ˈ aɪ ə m ə n d z; diamonds
ə b ˈ ʌ n d ə n s; abundance
m ˌ əʊ t ɪ v ˈ eɪ ʃ ə n; motivation
k ˌ ɒ m p j ʊ t ˈ eɪ ʃ ə n ə l; computational
ˈ æ k j ʊ ɹ ɪ t l i; accurately
ɹ ɪ l ˌ aɪ ə b ˈ ɪ l ɪ t i; reliability
w ˈ ɛə z; wears
m ˌ ɛ d ɪ t ˈ eɪ ʃ ə n; meditation
ˈ ɪ p s w ɪ tʃ; ipswich
ɹ ˈ ɛ n d ə ɹ ɪ ŋ; rendering
t ˈ iː n ˌ eɪ dʒ ə z; teenagers
f l ˈ æ t s; flats
k l ˈ aɪ m d; climbed
t ɹ ˈ æ v ɪ s; travis
k ˈ æ m d ə n; camden
d ɪ s p ˈ æ tʃ t; dispatched
tʃ ˈ æ ɹ ɪ t i z; charities
ɹ ˈ ɪ k i; ricky
h ˈ æ tʃ; hatch
ə s ˈ aɪ n m ə n t s; assignments
ɹ ˈ uː m ə z; rumors rumours
g ə z ˈ ɛ t; gazette
ə dʒ ˈ ʌ s t ɪ d; adjusted
n ˌ æ ʃ ə n ˈ æ l ɪ t i; nationality
p ɹ ˈ əʊ s ɛ s t; processed
s ˌ ɒ l ɪ d ˈ æ ɹ ɪ t i; solidarity
k ˈ əʊ n; cone
h ˈ æ ŋ; hang
t ˈ ɒ l ə ɹ ə n s; tolerance
ˈ eɪ t iː n θ; eighteenth
ˌ iː k w ɪ l ˈ ɪ b ɹ ɪə m; equilibrium
s ˌ ɛ k ɹ ɪ t ˈ ɛə ɹ ɪə t; secretariat
b ɹ ˈ eɪ v; brave
l ˈ ɪ m ɪ t ɪ ŋ; limiting
s ˈ ɒ l v d; solved
s ˈ ɛ n s ə; censor sensor
h ˈ ɑː d ə; harder
v ˈ eɪ k ə n s i; vacancy
l ˈ ɑː n s; lance
s k ˈ ɒ l ə ʃ ˌ ɪ p s; scholarships
p ˈ ɜː f ɪ k t l i; perfectly
t ˈ eɪ k ˌ əʊ v ə; takeover
h ˈ ɛ l m ɪ t; helmet
h aɪ d ɹ ˈ ɒ l ɪ k; hydraulic
n ˈ ɔː m; norm
p ˈ ɒ z ɪ t ɪ v l i; positively
h ˈ ɑː d l i; hardly
s ˈ ɪ m ə t ɹ i; symmetry
ɹ ɪ k ɹ ˈ uː t m ə n t; recruitment
m ˈ æ dʒ ɪ s t ɹ ˌ eɪ t; magistrate
ˈ ɪ n t ˌ eɪ k; intake
ɪ n t ˈ ɜː; inter
p ˈ eɪ t ɹ ə n z; patrons
ə d ˈ ɪ k ʃ ə n; addiction
t ɹ ˈ ɛ n t; trent
ɹ iː b ˈ ɪ l d; rebuild
ˌ ɒ b l ɪ g ˈ eɪ ʃ ə n z; obligations
f ˈ ɛ ð ə z; feathers
k ˈ ɔː d; chord cord
k ə n f ˈ ɜː m; confirm
ˈ ɒ n ɪ s t; honest
b ˈ ʌ d i; buddy
b ɹ ˈ ɛ t; brett
k ˈ ɒ n t ɛ s t s; contests
ɪ g z ˈ æ m ɪ n; examine
l ˈ əʊ k ˌ eɪ t; locate
p ˈ eɪ z; pays
p ɹ ˈ ɛ ʃ ə z; pressures
ɹ ˈ ɛ g j ʊ l ˌ eɪ t; regulate
m ˈ ɪ n ɪ tʃ ə; miniature
ɪ n ˈ æ d ɪ k w ɪ t; inadequate
p ɪ d ˈ ɛ s t ɹ ɪə n; pedestrian
b ˈ æ k g ɹ ˌ aʊ n d z; backgrounds
b l ˈ eɪ d z; blades
ɪ n v ˈ ɛ s t ɪ g ˌ eɪ t ə z; investigators
h ˈ ɒ m ɪ dʒ; homage
k ˈ iː p ə; keeper
b l ˈ ɒ k ɪ ŋ; blocking
k ˈ ɑː d ɪ ˌ æ k; cardiac
b l ˈ eɪ m; blame
ˌ æ p ə ɹ ˈ æ t ə s; apparatus
k ˈ ɔː ɹ ə l; choral
ʌ n s ˈ ɜː t ə n t i; uncertainty
f ˌ ʌ ŋ k ʃ ə n ˈ æ l ɪ t i; functionality
p ɹ ˈ ɪ v i; privy
l ˈ əʊ ə d; lowered
ə m ˈ ɛ n d m ə n t s; amendments
t w ˈ ɪ s t; twist
v ˈ eɪ n; vain vane vein
ə d v ˈ ɜː t ɪ s m ə n t; advertisement
p ˈ ɛ p ə; pepper
k ˈ aʊ; cow
ɹ ɪ f j ˈ uː z; refuse
ʃ ɹ ˈ ʌ b; shrub
s ˈ ʌ n d ə l ə n d; sunderland
ɹ ɪ v j ˈ uː ɪ ŋ; reviewing
d ˈ æ m ɪ dʒ ɪ ŋ; damaging
d ˈ aɪ v; dive
p ˈ ɒ d k ˌ ɑː s t; podcast
d ɹ ˈ aɪ d; dried
k ˌ æ n s ə l ˈ eɪ ʃ ə n; cancellation
n ˈ iː n ə; nina
v ˈ aɪ ə b ə l; viable
n ɪ s ˈ ɛ s ɪ t i; necessity
aɪ d ˈ ɪə l z; ideals
s ˈ ɛ n s ə z; sensors
ˈ ɔː d ə ɹ ɪ ŋ; ordering
k ɹ ˈ ɛ s ə n t; crescent
s ˌ ɛ n s ɪ t ˈ ɪ v ɪ t i; sensitivity
g ˈ aɪ z; guise guys
f l ˈ ɪ n t; flint
m ˌ ɛ θ ə d ˈ ɒ l ə dʒ i; methodology
f ˈ ɪ k s; fix
p ˈ ɪ g; pig
l ˈ ɒ k s; locks
n ˈ ɒ m ɪ n ə l; nominal
ˌ æ b s ə l ˈ uː t l i; absolutely
b ˈ iː z; bees
s əʊ m ˈ ɑː l ɪə; somalia
m ˈ ʌ s ə l z; muscles
p ɹ ə m ˈ əʊ t ə; promoter
s t ˈ æ k; stack
v eɪ k ˈ eɪ ʃ ə n; vacation
ɹ ˈ iː t ə; rita
s k ˈ ɛ l ɪ t ə n; skeleton
k ə m p ˈ ɛə; compare
t ɹ ˈ ɛ k; trek
s ˈ ɪ m p l ɪ f ˌ aɪ d; simplified
d ˈ ɪ f ɹ ə n t l i; differently
t ɹ ˈ ʌ b ə l z; troubles
ʃ ˈ ɛə h ˌ əʊ l d ə z; shareholders
g ɹ ˈ æ n tʃ ˌ ɪ l d ɹ ə n; grandchildren
d ˈ ɔː s ɪ t; dorset
ɹ ˈ ɛ n əʊ; renault
ɪ k s p ˈ ɪə ɹ ɪə n s ɪ ŋ; experiencing
dʒ ˈ uː p ɪ t ə; jupiter
d ɹ ˈ ɪ l; drill
v ˈ aʊ ə l z; vowels
w ˈ iː l tʃ ˌ ɛə; wheelchair
k ɹ ˈ aʊ d z; crowds
m ˈ ɔː g ɪ dʒ; mortgage
p ɹ ˈ ɒ f ɪ t ə b ə l; profitable
m ˈ əʊ; mo mow
ə d m ˈ ɪ n ɪ s t ɹ ˌ eɪ t ə z; administrators
p ˈ ʌ l s; pulse
s ə s p ˈ ɪ ʃ ə n; suspicion
k ˌ ɒ m b ɪ n ˈ eɪ ʃ ə n z; combinations
d ˈ iː; dee
f ɹ ˈ æ k ʃ ə n; fraction
t ˈ aɪ l z; tiles
ɹ ˈ uː ɪ n d; ruined
ə t ˈ æ tʃ m ə n t; attachment
w ˈ iː k ˌ ɛ n d z; weekends
p ˌ ɒ s ɪ b ˈ ɪ l ɪ t i z; possibilities
l ˈ æ m; lam lamb
k ˈ ɑː m; calm
d aɪ ˈ æ n; diane
ˈ æ m b ə; amber
ɔː θ ˈ ɛ n t ɪ k; authentic
ə p ˈ əʊ z; oppose
k ˈ ɑː t ɹ ɪ dʒ; cartridge
n ˈ iː s; niece
b ˌ ɛ n ɪ f ˈ ɪ ʃ ə l; beneficial
s l ˈ ɛ n d ə; slender
t ˈ eɪ p s; tapes
s t ˈ ʌ m ə k; stomach
ˈ æ l i; alley
f ˈ eɪ ʃ ə l; facial
ɪ k s ˈ aɪ t ɪ ŋ; exciting
b ˈ iː f; beef
v j ˈ uː ə; viewer
m ˈ aɪ t i; mighty
dʒ ˈ əʊ k; joke
ɔː ɹ ˈ ɔː ɹ ə; aurora
ə m ˈ ɪ d; amid
s ˈ ʌ n d ˌ iː z; sundays
s t ˈ iː l ɪ ŋ; stealing
tʃ ˈ iː f l i; chiefly
ˈ aʊ t l ˌ aɪ n; outline
ə l ˈ iː dʒ ə n s; allegiance
b ˈ ɑː k ʃ ə; berkshire
ɪ g z ˈ ɒ t ɪ k; exotic
b ˈ uː t s; boots
ɹ ɪ l ˈ eɪ t; relate
d aɪ ɹ ˈ ɛ k t ə ɹ i; directory
ʃ ˈ uː; shoe shoo
f ˈ eɪ m d; famed
m ˈ æ f ɪə; mafia
t ˈ ɜː t ə l; turtle
m ˈ iː l z; meals
s ˈ ʌ b; sub
p ɹ ˈ ɛ ʃ ə s; precious
ɹ ˈ eɪ dʒ; rage
m ˌ ʌ l t ɪ m ˈ iː d ɪə; multimedia
θ ɜː t ˈ iː n θ; thirteenth
æ n t ˈ ɪ k w ɪ t i; antiquity
s ə m ˈ əʊ ə; samoa
h ˈ æ p n ɪ ŋ; happening
ə s ˈ ɛ s; assess
n ˈ aɪ n t iː n; nineteen
m ə n ˈ ɒ p ə l i; monopoly
ʃ ˈ ɔː t ɪ dʒ; shortage
s ˈ eɪ dʒ; sage
p ˈ æ k t; packed pact
ɹ ˈ iː z ə n ɪ ŋ; reasoning
ˈ ɛ l v ɪ s; elvis
s ə ɹ ˈ aʊ n d ɪ ŋ z; surroundings
p ˈ ʌ n tʃ; punch
d ˈ æ ʃ; dash
l ˈ əʊ p ɛ z; lopez
p ˈ ɪ k ɪ ŋ; picking
p ˈ ɛ n i; penny
d ɪ s m ˈ ɪ s ə l; dismissal
f ˈ eɪ l j ə z; failures
ˈ ɑː b ɪ t ɹ ə ɹ i; arbitrary
s ˈ ɪ g m ə; sigma
b ˈ ʊ l ɪ t ɪ n; bulletin
s t ˈ ɛə z; stairs
g ə ɹ ˈ ɪ l ə; gorilla guerilla guerrilla
h ˈ aɪ ɹ ɪ ŋ; hiring
m ˈ ɪ s t ɹ ɪ s; mistress
ɹ ˈ ɛ f ɹ ə n s t; referenced
k ˈ æ b; cab
h ˈ æ b ɪ t; habit
n ˈ aʊ n; noun
ˌ ɪ n d ɪ k ˈ eɪ ʃ ə n; indication
f ɹ ˈ eɪ m d; framed
ˈ aɪ v i; ivy
d ˌ ɪ s ə p ˈ ɔɪ n t ɪ d; disappointed
d ˈ ɛ p θ s; depths
t ˈ aɪ d ə l; tidal
ˌ æ l ə k ˈ eɪ ʃ ə n; allocation
t ˌ ɜː m ɪ n ˈ ɒ l ə dʒ i; terminology
ɹ ˈ ɪə l ɪ z ə m; realism
p l ˈ ɛ n t i; plenty
ɹ ɪ z ˈ ɪ s t; resist
h ə ɹ ˈ æ s m ə n t; harassment
ˌ ɛ l ɪ dʒ ɪ b ˈ ɪ l ɪ t i; eligibility
k ˈ ɜː s; curse
b ˈ æ tʃ; batch
b ˈ ɑː b ə; barber
l ˈ aɪ s ə n s ɪ z; licenses
ɪ m ˈ ɪ ʃ ə n; emission
m ˈ iː n t ˌ aɪ m; meantime
s ə b s k ɹ ˈ ɪ p ʃ ə n; subscription
n j uː m ˈ ɛ ɹ ɪ k ə l; numerical
ʌ n p ɹ ˈ ɛ s ɪ d ˌ ɛ n t ɪ d; unprecedented
f ˈ ɛ l əʊ z; fellows
t j uː ˈ ɪ ʃ ə n; tuition
k ə n t ɹ ˈ ɪ b j ʊ t ə z; contributors
ˈ æ p l ɪ k ə b ə l; applicable
s ə s p ˈ ɪ ʃ ə s; suspicious
ˈ æ m n ɪ s t i; amnesty
d ˈ ɛ d l ˌ aɪ n; deadline
ˌ ɪ n ɪ k w ˈ ɒ l ɪ t i; inequality
ɪ m ˈ əʊ ʃ ə n; emotion
d ɪ s k ˈ ʌ s ɪ z; discusses
w ˈ ɜː ð i; worthy
b ˈ ɑː t; bart
ɹ ˈ ɛ dʒ ɪ s t ɹ i; registry
f ɹ ˈ iː l ˌ æ n s; freelance
k ɹ ˌ iː eɪ t ˈ ɪ v ɪ t i; creativity
ə k s ˈ ɛ n t; accent
ɹ ˈ əʊ l d; rolled
n ˈ uː n; noon
n ˈ ɜː s ə ɹ i; nursery
k j ˈ uː b ɪ k; cubic
p ɹ ˈ ɪ n s ɪ p l i; principally
k ˈ ɒ m j ʊ n ˌ ɪ z ə m; communism
s ˈ ʌ b s t ɹ eɪ t; substrate
ˈ iː d ɪ θ; edith
ʌ n tʃ ˈ eɪ n dʒ d; unchanged
h ˌ ɒ m əʊ s ˈ ɛ k ʃ ʊə l; homosexual
l ˈ ɒ g ɪ ŋ; logging
n j ˈ ʊə ɹ ə l; neural
j ˈ iː l d z; yields
m ˈ ɒ n ə k ˌ əʊ; monaco
l ˈ æ d ə; ladder
v ˈ ɪ n t ɪ dʒ; vintage
w ˈ ɪ k ɪ t; wicket
h ˈ æ b ɪ t s; habits
d ˈ æ ɹ ə n; darren
ɪ n v ˈ ɪ z ɪ b ə l; invisible
ˌ ɪ l ə s t ɹ ˈ eɪ ʃ ə n; illustration
p ˈ eɪ g ə n; pagan
g ˈ æ s ɪ z; gases
θ ˈ ɪ k n ɪ s; thickness
p ˈ ɪ t s; pits
v ˈ ɜː b z; verbs
ˈ ɪ n f ə m ə s; infamous
b ˈ ʊ l ɪ t s; bullets
ə m ˈ ɛ n ɪ t i z; amenities
g ɹ ˈ eɪ p; grape
dʒ ˈ uː ə l ɹ i; jewellery jewelry
h ˈ ɒ s t ɪ dʒ; hostage
f ˈ aɪ n ˌ æ n s ɪ z; finances
p ˈ ʊ l ɪ ŋ; pulling
ˈ ɪ n l ˌ ɛ t; inlet
g ˈ æ s ə l ˌ iː n; gasoline
k ə n t ˈ ɛ m p ə ɹ ə ɹ i z; contemporaries
s t ˈ eɪ z; stays
d ˈ ɪ s k ɔː s; discourse
m ɔː f ˈ ɒ l ə dʒ i; morphology
g l ˈ ɒ s t ə ʃ ə; gloucestershire
p ɹ ə t ˈ ɛ s t ɪ d; protested
t ə m ˈ ɒ ɹ ˌ əʊ; tomorrow
m ˈ ɪ n ɪ s t ɹ i z; ministries
ɔː l t ˈ ɜː n ə t ɪ v z; alternatives
h ˈ ɔː n z; horns
s aɪ t ˈ eɪ ʃ ə n z; citations
s ˈ æ t ɪ s f ˌ aɪ; satisfy
s t ˈ ʌ d; stud
t ˈ iː n z; teens
s ˈ ɒ l v ɪ ŋ; solving
k ɹ ɪ s t ˈ iː n ə; christina
ɹ ɪ dʒ ˈ ɛ k ʃ ə n; rejection
n ˌ ɔː θ ˈ æ m p t ə n; northampton
g ˈ æ m ə; gamma
ɪ n d ˈ ʌ k ʃ ə n; induction
s ˌ ɪ m p ə θ ˈ ɛ t ɪ k; sympathetic
ə b s k j ˈ ʊə; obscure
f ˈ ɔː t iː n θ; fourteenth
ˈ ɛ v ɹ ɪ w ˌ ɛə; everywhere
ɪ n d j ˈ ʊə ɹ ə n s; endurance
d ɪ s t ɹ ˈ ɪ b j uː t; distribute
dʒ ˈ ʌ m p t; jumped
ʃ ˈ eɪ d; shade
p ɹ ə l ˈ ɒ ŋ d; prolonged
h ˈ ɪ s t ɹ i z; histories
ˈ ɛə p l ˌ eɪ n; airplane
p ˈ ɛ z ə n t; peasant
w ˈ ʌ ɹ i d; worried
ˈ ɔː k ɪ d; orchid
t ˈ ɛ n z; tens
s t ɹ ˈ æ n d; strand
n ˈ əʊ ə; noah
ɹ ɪ z j ˈ uː m; resume
s t ɹ ˈ ɛ s t; stressed
f ˈ ɪ k s tʃ ə z; fixtures
ˌ ɪ n f ɹ ə ɹ ˈ ɛ d; infrared
l ɪ ŋ g w ˈ ɪ s t ɪ k s; linguistics
k ɹ ˈ uː d; crude
ˈ ɒ p t ɪ m ə l; optimal
p ɹ ˈ ɪ z ə n z; prisons
k ə n f ˈ ɛ ʃ ə n; confession
d ɪ f ˈ ɛ n d ə n t; defendant
d ˈ ɛ m ə n s t ɹ ˌ eɪ t s; demonstrates
tʃ ˈ ɑː dʒ ɪ ŋ; charging
s ˈ ɜː p l ə s; surplus
s ə v ˈ æ n ə; savannah
ɪ k s tʃ ˈ eɪ n dʒ ɪ z; exchanges
l ˈ ɒ t ə ɹ i; lottery
p ˈ æ k ɪ dʒ ɪ z; packages
ˈ eɪ l ɪə s; alias
dʒ ˈ uː d i; judy
k l ˈ ɪə ɹ ə n s; clearance
w ˈ ɪ z ə d; wizard
p ɹ ˈ əʊ n; prone
t ˈ æ v ə n; tavern
ɹ əʊ b ˈ ʌ s t; robust
b ɹ ˈ iː d z; breeds
s ˈ ɜː v ə z; servers
d ˈ iː m ə n z; demons
l ˈ ɑː ɒ s; laos
ʌ n ɹ ˈ ɛ s t; unrest
n ɪ k ˈ əʊ l; nicole
ˈ ɒ k s ˌ aɪ d; oxide
k ɹ ˈ ʌ ʃ; crush
d ˈ ʌ k s; ducks
dʒ ˈ ɔː; jaw
m ˈ æ n s f ˌ iː l d; mansfield
ʌ n s t ˈ eɪ b ə l; unstable
ə d ˈ æ p t; adapt
k ˈ eɪ n; cane
f ə g ˈ ɛ t; forget
m ˌ ɒ n j ʊ m ˈ ɛ n t ə l; monumental
ˈ aʊ t f ˌ ɪ t; outfit
t ˈ ɔː k t; talked
s w ˈ ɒ n z i; swansea
ɹ ˈ æ p t; rapt wrapped
m ˈ ɜː tʃ ə n d ˌ aɪ z; merchandise
s k w ˈ ɛə z; squares
ɹ ˈ əʊ m ɪ ˌ əʊ; romeo
p ɹ ɛ s t ˈ iː ʒ; prestige
k ˈ eɪ k; cake
f ˈ əʊ k ə l; focal
k ə n ˈ uː; canoe
ʃ ˈ æ d ˌ əʊ z; shadows
d ˈ ɛ s t ɪ n i; destiny
b ˈ ɑː s k ɪ t; basket
p ɹ ˌ ɒ d ʌ k t ˈ ɪ v ɪ t i; productivity
m əʊ t ˈ iː f; motif
d ɪ f ˈ ɛ n s ɪ z; defences
ˈ ɛ k s t ɹ ˌ æ k t; extract
ə p ɹ ˈ ɒ k s ɪ m ˌ eɪ t; approximate
l ˈ aʊ n dʒ; lounge
p ə s w ˈ eɪ d; persuade
s ɪ ɹ ˈ æ m ɪ k; ceramic
f j ˈ ʊə ɹ i; fury
h ˈ ɪ m; hymn
p ˌ ɪə ɹ ɪ ˈ ɒ d ɪ k; periodic
ˈ aʊ t l ˌ aɪ n d; outlined
d ˈ ɛ f ɪ n ɪ t l i; definitely
k ə m p ˈ æ n j ə n z; companions
b ˈ ɔɪ l ə; boiler
t ˈ eɪ t; tate
s ˈ æ ŋ ʃ ə n z; sanctions
m j ˈ ʊə ɹ ə l; mural
d w ˈ ɛ l ɪ ŋ; dwelling
ˌ əʊ v ə w ˈ ɛ l m ɪ ŋ; overwhelming
ʃ ˈ ɛ v ɹ əʊ l ˌ eɪ; chevrolet
ɪ n k ˈ ʌ ɹ ɪ dʒ ɪ z; encourages
s p ˈ ɛ ʃ ə l ɪ s t s; specialists
k ˌ ɒ n s ə l t ˈ eɪ ʃ ə n; consultation
m ˈ aɪ ə z; myers
d ˈ ɪ s k s; discs disks
p ɹ ˈ ɪ v l ɪ dʒ; privilege
n ˈ aɪ l; nile
t j ˈ uː t ə; tutor
p ɹ ˌ ɒ p ə z ˈ ɪ ʃ ə n; proposition
ə n ˈ aʊ n s ə; announcer
ɹ ɪ z ˈ ɔː t s; resorts
n əʊ ˈ ɛ l; noel
l ˈ ɔː ɹ ə n; lauren
n ˌ ɪ k ə ɹ ˈ æ g w ə; nicaragua
n ˈ aɪ dʒ ə l; nigel
k ə n t ˈ ɪ n j ʊə l i; continually
v ˈ ɪə ɹ ə; vera
k ˈ ɒ n s t ə b ə l; constable
s ˈ uː t s; suits
ɹ ˈ uː; rue
s t ˈ ɛ ɹ ɪ ˌ əʊ; stereo
m ˈ ɛ n t ə l i; mentally
t ˈ ɜː f; turf
ˈ ɪ n t ɛ l; intel
w ˌ ɪ k ɪ p ˈ iː d ɪə; wikipedia
ɹ ˈ iː t ˌ eɪ l ə z; retailers
l ˈ əʊ n l i; lonely
b ˈ ɜː l ɪ ŋ t ə n; burlington
ɪ n θ ˈ uː z ɪ ˌ æ z ə m; enthusiasm
b ˌ aɪ əʊ d aɪ v ˈ ɜː s ɪ t i; biodiversity
ɹ ˈ eɪ l z; rails
t ɹ æ n s p ˈ æ ɹ ə n t; transparent
ˌ ɪ n s t ɹ ə m ɛ n t ˈ eɪ ʃ ə n; instrumentation
d ə ɹ ˈ ɪ v ə t ɪ v z; derivatives
s t ɹ ˈ eɪ n dʒ ə; stranger
g ˈ ɔː dʒ; gorge
ˈ ɪ n s ˌ ɛ k t; insect
f ˈ ɒ ɹ ɪ n ə z; foreigners
g ɹ ˈ iː n l ə n d; greenland
ɹ ˈ ɛ p l ɪ k ə; replica
f ˈ ɜː m l i; firmly
ˈ ɒ b v ɪə s l i; obviously
ˈ ɪ n s t ə n t l i; instantly
ˌ ɔː l t ə ɹ ˈ eɪ ʃ ə n z; alterations
n ə m ˈ ɪ b ɪə; namibia
h ˈ æ n d ɪ k ˌ æ p; handicap
n aɪ ˈ æ g ɹ ə; niagara
w ˈ ɜː k p l ˌ eɪ s; workplace
p ə s ˈ ɪ s t ə n t; persistent
b ɪ l ˈ ʌ v d; beloved
dʒ ˈ uː d ɪ θ; judith
p ˈ əʊ s t ə; poster
p ɹ ˈ ɛ s ɪ ŋ; pressing
g w ˈ ɑː m; guam
t ɹ ˈ ʌ m p ɪ t; trumpet
d ˈ eɪ t ə n; dayton
s ˈ ʌ t ə l; subtle
ə b z ˈ ɔː p ʃ ə n; absorption
d ɪ p ˈ ɪ k t; depict
ɛ p ɪ d ˈ ɛ m ɪ k; epidemic
j uː t ˈ ɪ l ɪ t i z; utilities
f ˈ əʊ l d; fold
k ə n s ˌ ɒ l ɪ d ˈ eɪ ʃ ə n; consolidation
w ˈ ɪ l ˌ əʊ; willow
k ˈ ʌ z ə n z; cousins
p ɹ ə n ˌ ʌ n s ɪ ˈ eɪ ʃ ə n; pronunciation
m ɪ t ˈ æ l ɪ k; metallic
h ɪ ɹ ˈ əʊ ɪ k; heroic
l ˈ ʌ v ɪ ŋ; loving
k ˌ ɒ n f ə m ˈ eɪ ʃ ə n; confirmation
b ˈ ɜː s t; burst
t ˈ ʌ tʃ t; touched
k ɹ ˈ ɪ t ɪ s ˌ ɪ z ə m z; criticisms
